destination,Country,Continent,type,cost,Best Season,rating,Annual Visitors (M),UNESCO Site,activities,duration,total_cost,type_encoded,continent_encoded
Golden Park,Vietnam,Asia,Historical,204.87,Winter,4.0,9.31,Yes,"Sightseeing,Food Tour,Surfing",6,1229.22,3,1
Grand Ruins,Greece,Europe,City,150.54,Spring,4.7,4.8,Yes,"Museum,Skiing,Food Tour",13,1957.02,2,2
Mystic Pagoda,Spain,Europe,Religious,162.18,Summer,4.2,3.18,No,"Food Tour,Beach Volley,Skiing",9,1459.6200000000001,5,2
Sacred Temple,Japan,Asia,City,116.21,Winter,4.0,9.99,No,Museum,5,581.05,2,1
Sacred Valley,India,Asia,Religious,155.53,Summer,4.3,1.28,No,Museum,11,1710.83,5,1
Golden Beach,China,Asia,Religious,139.74,Spring,4.1,5.35,No,Shopping,13,1816.6200000000001,5,1
Serene Temple,China,Asia,City,107.16,Winter,4.2,1.33,No,Trekking,3,321.48,2,1
Golden Falls,Spain,Europe,Beach,142.02,Autumn,4.6,5.92,Yes,"Skiing,Sightseeing,Beach Volley",5,710.1,1,2
Ancient Ruins,Canada,North America,Religious,152.27,Summer,4.7,0.63,Yes,"Surfing,Skiing",7,1065.89,5,3
Hidden Falls,USA,North America,Beach,133.04,Autumn,4.0,7.08,No,Surfing,10,1330.3999999999999,1,3
Sacred Plaza,New Zealand,Oceania,Religious,166.22,Winter,4.0,5.57,No,"Museum,Sightseeing,Beach Volley",3,498.65999999999997,5,4
Hidden Falls,Thailand,Asia,Beach,91.2,Winter,4.4,9.79,Yes,"Surfing,Shopping,Food Tour",14,1276.8,1,1
Golden Plaza,USA,North America,Beach,149.72,Autumn,4.9,6.23,No,"Sightseeing,Museum,Trekking",12,1796.6399999999999,1,3
Crystal Park,Canada,North America,Adventure,162.21,Winter,4.0,7.1,Yes,"Skiing,Sightseeing,Beach Volley",11,1784.3100000000002,0,3
Grand Canyon,Japan,Asia,Beach,163.83,Summer,4.5,6.31,No,"Museum,Food Tour,Shopping",13,2129.79,1,1
Mystic Canyon,Egypt,Africa,Adventure,214.33,Summer,4.3,2.12,No,"Skiing,Museum",6,1285.98,0,0
Grand Ruins,Greece,Europe,Nature,71.85,Spring,4.1,4.6,No,"Shopping,Surfing",5,359.25,4,2
Lush Valley,Peru,South America,City,145.76,Spring,5.0,8.04,No,Food Tour,3,437.28,2,5
Serene Forest,Peru,South America,Beach,57.91,Autumn,4.8,8.19,No,"Trekking,Museum",12,694.92,1,5
Ancient Canyon,South Africa,Africa,Religious,112.02,Summer,4.3,5.29,Yes,"Shopping,Beach Volley",14,1568.28,5,0
Ancient Beach,Mexico,North America,Religious,158.21,Autumn,5.0,4.73,No,"Trekking,Surfing,Sightseeing",6,949.26,5,3
Mystic Plaza,Germany,Europe,Historical,153.59,Autumn,4.6,8.7,Yes,"Museum,Trekking",3,460.77,3,2
Lush Falls,Canada,North America,Religious,160.48,Summer,4.2,8.75,Yes,"Sightseeing,Surfing",4,641.92,5,3
Golden Forest,Germany,Europe,Historical,231.58,Spring,4.7,4.03,No,"Food Tour,Beach Volley",9,2084.2200000000003,3,2
Serene Falls,Thailand,Asia,Religious,145.41,Spring,4.2,4.25,No,"Sightseeing,Beach Volley,Surfing",7,1017.87,5,1
Serene Temple,Peru,South America,City,130.95,Winter,4.7,9.68,No,Surfing,14,1833.2999999999997,2,5
Golden Valley,Egypt,Africa,Adventure,187.98,Spring,4.4,9.68,Yes,Beach Volley,10,1879.8,0,0
Mystic Temple,Vietnam,Asia,Beach,55.62,Winter,4.3,5.5,Yes,"Surfing,Skiing,Food Tour",14,778.68,1,1
Serene Temple,Germany,Europe,Beach,93.94,Winter,4.8,7.5,No,Food Tour,6,563.64,1,2
Crystal Ruins,Australia,Oceania,Beach,71.33,Autumn,4.1,3.5,No,"Food Tour,Surfing",7,499.31,1,4
Serene Canyon,Canada,North America,City,48.91,Autumn,4.5,2.33,Yes,Shopping,12,586.92,2,3
Serene Canyon,Argentina,South America,Nature,83.95,Autumn,3.9,5.98,No,"Skiing,Surfing",10,839.5,4,5
Mystic Pagoda,Vietnam,Asia,Beach,207.97,Spring,4.8,6.27,No,"Beach Volley,Trekking",4,831.88,1,1
Lush Beach,India,Asia,Adventure,163.11,Autumn,4.3,1.11,No,Skiing,3,489.33000000000004,0,1
Crystal Park,China,Asia,Adventure,225.46,Summer,4.7,2.5,No,Food Tour,3,676.38,0,1
Lush Canyon,New Zealand,Oceania,City,143.05,Winter,4.9,2.57,Yes,Food Tour,5,715.25,2,4
Lush Valley,India,Asia,Historical,210.33,Autumn,4.0,5.68,No,Skiing,11,2313.63,3,1
Serene Beach,Peru,South America,City,130.89,Autumn,4.3,2.77,Yes,Skiing,9,1178.0099999999998,2,5
Grand Plaza,France,Europe,Nature,128.82,Spring,4.1,7.19,No,Beach Volley,3,386.46,4,2
Ancient Plaza,Japan,Asia,Adventure,120.74,Autumn,4.1,4.21,No,"Beach Volley,Sightseeing",4,482.96,0,1
Mystic Temple,Italy,Europe,Beach,118.5,Autumn,4.7,1.15,No,Surfing,9,1066.5,1,2
Lush Falls,Thailand,Asia,Historical,93.14,Spring,4.2,5.31,No,"Shopping,Museum",5,465.7,3,1
Serene Temple,Italy,Europe,Religious,174.74,Autumn,4.6,8.53,No,"Sightseeing,Food Tour",7,1223.18,5,2
Golden Ruins,Vietnam,Asia,Beach,219.73,Spring,4.2,3.47,No,Sightseeing,12,2636.7599999999998,1,1
Mystic Canyon,Brazil,South America,Nature,157.72,Autumn,4.4,0.59,No,"Food Tour,Beach Volley,Sightseeing",8,1261.76,4,5
Ancient Plaza,Mexico,North America,Nature,63.94,Winter,4.2,7.09,Yes,Trekking,7,447.58,4,3
Serene Plaza,China,Asia,Religious,111.87,Summer,4.8,8.21,No,"Shopping,Trekking",3,335.61,5,1
Sacred Forest,USA,North America,Adventure,126.72,Spring,4.0,7.41,No,Museum,5,633.6,0,3
Ancient Valley,Kenya,Africa,Adventure,184.07,Spring,4.2,6.29,No,Surfing,7,1288.49,0,0
Crystal Temple,Morocco,Africa,Nature,171.11,Spring,5.0,3.11,No,"Skiing,Shopping",3,513.33,4,0
Mystic Pagoda,China,Asia,Religious,46.83,Spring,4.4,6.0,Yes,"Museum,Surfing,Beach Volley",13,608.79,5,1
Grand Forest,France,Europe,Beach,158.51,Summer,4.8,6.5,No,Museum,5,792.55,1,2
Mystic Ruins,Thailand,Asia,Religious,117.31,Spring,4.5,2.71,No,"Surfing,Museum",7,821.1700000000001,5,1
Mystic Forest,Japan,Asia,City,51.7,Winter,4.5,2.23,Yes,"Trekking,Food Tour,Surfing",8,413.6,2,1
Golden Ruins,Greece,Europe,Adventure,48.19,Winter,4.5,2.95,Yes,"Sightseeing,Surfing",11,530.0899999999999,0,2
Ancient Ruins,Canada,North America,Historical,95.02,Autumn,4.5,9.31,No,"Food Tour,Sightseeing,Trekking",5,475.09999999999997,3,3
Crystal Valley,Spain,Europe,Historical,170.21,Summer,4.7,1.51,No,Skiing,8,1361.68,3,2
Ancient Beach,Peru,South America,Beach,182.47,Winter,4.7,7.79,No,Museum,10,1824.7,1,5
Golden Valley,Italy,Europe,Historical,165.37,Summer,4.3,8.43,No,"Beach Volley,Food Tour",7,1157.5900000000001,3,2
Sacred Canyon,Canada,North America,Nature,242.95,Summer,4.8,4.85,No,"Shopping,Trekking",6,1457.6999999999998,4,3
Hidden Falls,Vietnam,Asia,Adventure,123.72,Spring,4.5,6.57,No,"Skiing,Food Tour",3,371.15999999999997,0,1
Hidden Plaza,Kenya,Africa,Historical,143.75,Spring,4.3,3.28,No,"Shopping,Beach Volley",8,1150.0,3,0
Hidden Valley,China,Asia,Nature,95.39,Summer,4.5,7.07,No,"Sightseeing,Shopping",3,286.17,4,1
Mystic Beach,France,Europe,Adventure,124.98,Autumn,4.6,1.49,No,"Trekking,Museum,Sightseeing",14,1749.72,0,2
Serene Falls,Egypt,Africa,Beach,31.42,Spring,5.0,1.51,No,"Beach Volley,Museum",10,314.20000000000005,1,0
Serene Beach,India,Asia,Nature,194.44,Autumn,4.6,8.37,No,Museum,8,1555.52,4,1
Golden Falls,Morocco,Africa,Historical,116.66,Summer,4.6,1.57,No,"Trekking,Beach Volley,Sightseeing",12,1399.92,3,0
Grand Park,Kenya,Africa,Adventure,129.69,Winter,4.3,4.16,No,"Sightseeing,Surfing,Trekking",7,907.8299999999999,0,0
Lush Valley,Spain,Europe,Historical,157.29,Autumn,4.7,8.43,No,"Sightseeing,Museum,Beach Volley",12,1887.48,3,2
Sacred Park,China,Asia,Historical,118.83,Winter,4.6,7.49,No,"Trekking,Sightseeing",6,712.98,3,1
Ancient Canyon,Australia,Oceania,Beach,191.98,Winter,4.1,3.74,No,Food Tour,10,1919.8,1,4
Lush Valley,Kenya,Africa,Nature,166.04,Autumn,4.5,0.73,Yes,"Skiing,Trekking,Sightseeing",5,830.1999999999999,4,0
Mystic Valley,Vietnam,Asia,Religious,204.0,Winter,4.8,8.45,Yes,Shopping,11,2244.0,5,1
Hidden Plaza,Greece,Europe,Adventure,216.52,Summer,4.9,1.72,Yes,Beach Volley,5,1082.6000000000001,0,2
Ancient Ruins,Brazil,South America,City,143.74,Spring,4.8,0.88,No,Shopping,4,574.96,2,5
Hidden Temple,New Zealand,Oceania,Religious,204.09,Autumn,4.4,7.16,Yes,"Beach Volley,Museum",14,2857.26,5,4
Grand Plaza,South Africa,Africa,Nature,116.58,Summer,4.5,4.56,No,"Trekking,Sightseeing,Museum",12,1398.96,4,0
Serene Canyon,Morocco,Africa,Religious,188.83,Autumn,4.5,6.59,No,Skiing,9,1699.47,5,0
Hidden Park,Greece,Europe,Historical,163.1,Summer,3.9,1.13,Yes,"Beach Volley,Skiing",9,1467.8999999999999,3,2
Mystic Falls,Canada,North America,Religious,146.59,Summer,4.6,5.04,No,Shopping,4,586.36,5,3
Sacred Temple,China,Asia,Nature,218.49,Summer,4.2,6.79,No,"Skiing,Sightseeing",5,1092.45,4,1
Mystic Forest,China,Asia,Adventure,100.44,Spring,4.8,3.5,No,Food Tour,3,301.32,0,1
Golden Forest,Kenya,Africa,Nature,167.52,Winter,4.2,0.88,Yes,Sightseeing,5,837.6,4,0
Crystal Temple,India,Asia,Historical,200.07,Winter,4.6,8.96,No,"Sightseeing,Trekking",13,2600.91,3,1
Crystal Ruins,Vietnam,Asia,Religious,60.94,Autumn,3.8,1.23,Yes,"Trekking,Surfing,Sightseeing",7,426.58,5,1
Crystal Forest,Kenya,Africa,Religious,199.79,Summer,4.7,2.82,No,Food Tour,9,1798.11,5,0
Serene Pagoda,Greece,Europe,Historical,208.67,Autumn,4.4,8.83,No,Beach Volley,9,1878.03,3,2
Hidden Ruins,Argentina,South America,Religious,165.54,Autumn,4.0,2.33,Yes,"Beach Volley,Food Tour",10,1655.3999999999999,5,5
Golden Ruins,Canada,North America,Religious,177.59,Winter,4.7,0.96,No,"Museum,Surfing",9,1598.31,5,3
Mystic Beach,Vietnam,Asia,Religious,139.37,Autumn,4.9,3.75,Yes,"Museum,Sightseeing,Surfing",12,1672.44,5,1
Lush Falls,New Zealand,Oceania,Adventure,106.09,Spring,4.5,7.69,No,"Shopping,Museum,Sightseeing",12,1273.08,0,4
Crystal Canyon,China,Asia,Adventure,86.31,Summer,4.6,2.29,No,Surfing,12,1035.72,0,1
Hidden Park,Canada,North America,Religious,207.48,Autumn,4.6,0.67,Yes,"Trekking,Museum,Skiing",6,1244.8799999999999,5,3
Mystic Park,Italy,Europe,Religious,154.79,Spring,4.3,8.29,No,"Beach Volley,Trekking",11,1702.6899999999998,5,2
Mystic Temple,Germany,Europe,Adventure,92.14,Autumn,4.1,6.17,Yes,Trekking,9,829.26,0,2
Golden Falls,Canada,North America,Religious,187.35,Winter,4.9,6.02,No,Sightseeing,8,1498.8,5,3
Grand Ruins,South Africa,Africa,Beach,192.16,Winter,4.8,2.46,No,Shopping,7,1345.12,1,0
Mystic Beach,Italy,Europe,Beach,106.54,Spring,4.4,1.73,No,"Museum,Skiing,Beach Volley",7,745.7800000000001,1,2
Mystic Plaza,Greece,Europe,Nature,192.5,Spring,4.6,9.65,No,"Surfing,Beach Volley,Food Tour",8,1540.0,4,2
Lush Canyon,Mexico,North America,Beach,92.68,Summer,4.6,1.5,Yes,"Beach Volley,Surfing,Museum",4,370.72,1,3
Ancient Pagoda,Egypt,Africa,City,166.16,Autumn,4.9,6.37,No,Beach Volley,4,664.64,2,0
Lush Falls,Morocco,Africa,Adventure,185.36,Spring,4.8,8.43,No,"Museum,Beach Volley",13,2409.6800000000003,0,0
Lush Forest,France,Europe,Beach,126.94,Summer,4.7,6.58,Yes,"Beach Volley,Food Tour",5,634.7,1,2
Ancient Park,Mexico,North America,Beach,159.97,Autumn,4.5,0.82,Yes,"Sightseeing,Trekking",10,1599.7,1,3
Grand Canyon,USA,North America,Adventure,90.27,Autumn,4.6,7.27,No,"Surfing,Trekking,Museum",14,1263.78,0,3
Sacred Ruins,South Africa,Africa,City,123.31,Summer,4.3,5.2,No,"Surfing,Museum,Sightseeing",6,739.86,2,0
Sacred Forest,China,Asia,Religious,171.03,Summer,4.3,5.26,No,Beach Volley,3,513.09,5,1
Serene Valley,Vietnam,Asia,Beach,88.17,Summer,4.7,1.99,No,Sightseeing,6,529.02,1,1
Lush Falls,USA,North America,Nature,192.84,Winter,5.0,7.67,Yes,"Surfing,Beach Volley",6,1157.04,4,3
Mystic Valley,Greece,Europe,Beach,124.61,Winter,3.9,4.35,No,Trekking,13,1619.93,1,2
Ancient Forest,New Zealand,Oceania,Historical,102.06,Summer,4.1,5.86,Yes,"Shopping,Beach Volley",7,714.4200000000001,3,4
Golden Temple,Argentina,South America,Historical,165.71,Winter,4.4,3.02,No,"Skiing,Sightseeing",11,1822.8100000000002,3,5
Lush Ruins,Argentina,South America,Beach,184.52,Spring,4.6,2.1,No,"Shopping,Beach Volley",5,922.6,1,5
Hidden Park,South Africa,Africa,Adventure,147.54,Spring,4.6,9.48,No,"Skiing,Sightseeing",12,1770.48,0,0
Golden Temple,New Zealand,Oceania,Nature,90.65,Winter,4.8,2.29,No,Museum,9,815.85,4,4
Serene Ruins,Italy,Europe,City,121.33,Winter,4.4,1.87,Yes,"Beach Volley,Surfing",5,606.65,2,2
Crystal Ruins,Egypt,Africa,Nature,141.1,Winter,4.2,8.06,No,"Food Tour,Sightseeing,Surfing",10,1411.0,4,0
Crystal Plaza,Egypt,Africa,Adventure,92.82,Summer,4.7,1.43,No,Museum,9,835.3799999999999,0,0
Crystal Plaza,Morocco,Africa,City,125.61,Autumn,4.8,6.73,No,"Skiing,Trekking",3,376.83,2,0
Crystal Temple,Germany,Europe,Nature,248.64,Winter,4.6,6.99,Yes,Food Tour,9,2237.7599999999998,4,2
Mystic Falls,Japan,Asia,Nature,80.61,Winter,4.7,0.87,No,Trekking,12,967.3199999999999,4,1
Serene Valley,Thailand,Asia,Adventure,198.63,Summer,4.5,5.91,No,"Museum,Sightseeing",5,993.15,0,1
Grand Valley,Brazil,South America,Beach,175.04,Summer,4.2,6.91,No,"Museum,Beach Volley",4,700.16,1,5
Hidden Canyon,Peru,South America,Religious,95.46,Summer,4.7,8.09,No,"Museum,Shopping",12,1145.52,5,5
Grand Temple,Germany,Europe,City,160.83,Spring,4.4,9.15,Yes,"Shopping,Skiing,Trekking",6,964.98,2,2
Crystal Park,China,Asia,Beach,226.18,Summer,4.1,4.59,Yes,"Food Tour,Sightseeing",9,2035.6200000000001,1,1
Crystal Forest,Vietnam,Asia,Beach,58.95,Spring,4.3,7.74,No,Food Tour,14,825.3000000000001,1,1
Mystic Falls,Brazil,South America,Nature,156.61,Summer,4.5,7.51,No,"Museum,Surfing,Shopping",3,469.83000000000004,4,5
Sacred Forest,China,Asia,City,144.98,Spring,4.5,3.05,No,Food Tour,7,1014.8599999999999,2,1
Crystal Beach,Egypt,Africa,Adventure,161.64,Autumn,4.7,7.35,No,"Shopping,Trekking,Food Tour",7,1131.48,0,0
Mystic Plaza,Kenya,Africa,Nature,193.64,Winter,4.2,0.77,No,"Surfing,Museum,Shopping",5,968.1999999999999,4,0
Hidden Temple,South Africa,Africa,Religious,222.49,Spring,4.1,1.89,Yes,"Surfing,Museum,Beach Volley",13,2892.37,5,0
Mystic Pagoda,Kenya,Africa,Nature,123.12,Autumn,4.7,6.7,No,"Surfing,Sightseeing",4,492.48,4,0
Grand Forest,Japan,Asia,Adventure,231.45,Spring,4.0,1.52,Yes,"Skiing,Beach Volley,Trekking",3,694.3499999999999,0,1
Grand Falls,Mexico,North America,Historical,189.59,Summer,4.3,9.99,No,"Skiing,Shopping,Museum",7,1327.13,3,3
Serene Valley,Spain,Europe,Religious,115.68,Summer,4.2,6.8,Yes,Sightseeing,8,925.44,5,2
Crystal Forest,USA,North America,Nature,222.61,Summer,4.5,1.79,Yes,"Shopping,Sightseeing,Skiing",12,2671.32,4,3
Mystic Pagoda,Vietnam,Asia,Beach,124.67,Autumn,4.2,1.45,No,"Food Tour,Beach Volley",13,1620.71,1,1
Serene Beach,Vietnam,Asia,Nature,190.45,Summer,4.3,4.09,No,Beach Volley,13,2475.85,4,1
Sacred Park,Thailand,Asia,Religious,137.29,Spring,4.3,9.82,Yes,Skiing,11,1510.1899999999998,5,1
Sacred Temple,Italy,Europe,Nature,91.15,Autumn,5.0,2.08,No,Food Tour,8,729.2,4,2
Sacred Falls,USA,North America,Beach,133.07,Spring,4.4,1.04,No,"Skiing,Food Tour,Surfing",5,665.3499999999999,1,3
Hidden Valley,Italy,Europe,Adventure,160.47,Autumn,4.2,9.32,No,"Beach Volley,Skiing,Museum",14,2246.58,0,2
Ancient Canyon,Peru,South America,Religious,211.4,Winter,4.5,4.74,No,Skiing,6,1268.4,5,5
Golden Park,Argentina,South America,Adventure,201.08,Spring,4.8,2.15,Yes,"Skiing,Trekking,Museum",11,2211.88,0,5
Sacred Beach,China,Asia,City,218.2,Spring,4.1,1.17,No,"Trekking,Surfing,Food Tour",8,1745.6,2,1
Golden Park,India,Asia,Nature,177.29,Autumn,3.8,9.96,Yes,Surfing,13,2304.77,4,1
Golden Falls,India,Asia,Historical,217.27,Spring,4.5,4.6,No,"Food Tour,Sightseeing",6,1303.6200000000001,3,1
Grand Pagoda,USA,North America,Adventure,171.09,Spring,4.9,8.92,Yes,"Food Tour,Sightseeing",9,1539.81,0,3
Lush Beach,Canada,North America,Beach,236.49,Winter,4.1,6.49,No,Skiing,10,2364.9,1,3
Grand Falls,Germany,Europe,Religious,95.39,Spring,4.4,1.39,Yes,"Trekking,Sightseeing,Food Tour",12,1144.68,5,2
Sacred Canyon,Argentina,South America,Historical,113.34,Autumn,4.3,7.49,No,"Skiing,Surfing,Museum",14,1586.76,3,5
Hidden Plaza,Greece,Europe,Adventure,153.39,Autumn,3.9,2.04,Yes,Beach Volley,12,1840.6799999999998,0,2
Crystal Beach,France,Europe,Historical,136.72,Winter,4.8,7.74,Yes,"Beach Volley,Trekking,Skiing",4,546.88,3,2
Golden Ruins,Germany,Europe,Adventure,152.79,Autumn,4.4,4.83,No,Surfing,13,1986.27,0,2
Crystal Valley,Kenya,Africa,City,138.02,Autumn,4.5,4.52,No,Shopping,13,1794.2600000000002,2,0
Mystic Falls,Thailand,Asia,Adventure,127.32,Autumn,5.0,7.46,No,"Shopping,Skiing",5,636.5999999999999,0,1
Ancient Beach,China,Asia,Nature,183.58,Autumn,4.3,6.09,Yes,"Beach Volley,Skiing",7,1285.0600000000002,4,1
Serene Beach,Germany,Europe,City,116.64,Spring,4.3,6.47,No,"Beach Volley,Sightseeing,Surfing",13,1516.32,2,2
Golden Plaza,Kenya,Africa,Historical,134.65,Autumn,4.9,2.95,No,"Sightseeing,Shopping,Trekking",10,1346.5,3,0
Grand Temple,Vietnam,Asia,Historical,169.32,Spring,4.8,4.76,No,"Museum,Trekking",12,2031.84,3,1
Ancient Canyon,Egypt,Africa,City,77.65,Winter,4.5,6.45,Yes,"Surfing,Trekking",6,465.90000000000003,2,0
Ancient Forest,Mexico,North America,Religious,49.13,Autumn,3.7,5.88,Yes,"Sightseeing,Shopping,Beach Volley",10,491.3,5,3
Mystic Temple,Egypt,Africa,City,237.43,Winter,4.4,6.07,No,"Beach Volley,Skiing,Food Tour",12,2849.16,2,0
Serene Ruins,Greece,Europe,City,80.36,Autumn,4.5,4.91,Yes,"Skiing,Museum",5,401.8,2,2
Golden Plaza,Thailand,Asia,Beach,164.1,Winter,4.4,3.69,Yes,"Skiing,Beach Volley",10,1641.0,1,1
Serene Temple,Thailand,Asia,Nature,152.28,Spring,4.7,6.5,No,"Food Tour,Museum",9,1370.52,4,1
Grand Beach,Peru,South America,Adventure,96.25,Autumn,4.5,4.07,Yes,"Surfing,Food Tour,Museum",5,481.25,0,5
Hidden Plaza,Argentina,South America,Beach,162.3,Spring,4.3,4.75,No,"Beach Volley,Shopping",4,649.2,1,5
Golden Beach,Mexico,North America,Historical,115.43,Summer,4.7,2.06,Yes,"Trekking,Skiing",12,1385.16,3,3
Lush Canyon,Kenya,Africa,Religious,185.92,Spring,4.5,7.25,Yes,"Shopping,Skiing,Museum",9,1673.28,5,0
Lush Falls,Egypt,Africa,Beach,177.93,Autumn,3.7,1.3,Yes,"Shopping,Sightseeing",14,2491.02,1,0
Golden Forest,Peru,South America,Historical,182.62,Summer,4.0,1.54,Yes,"Surfing,Beach Volley,Skiing",8,1460.96,3,5
Hidden Park,Germany,Europe,Historical,87.1,Spring,4.7,7.32,No,"Museum,Sightseeing,Surfing",7,609.6999999999999,3,2
Crystal Temple,Australia,Oceania,Nature,184.64,Spring,4.8,6.34,Yes,Sightseeing,14,2584.96,4,4
Mystic Park,South Africa,Africa,Adventure,91.3,Summer,4.3,9.89,No,"Sightseeing,Skiing,Beach Volley",5,456.5,0,0
Lush Valley,Greece,Europe,Beach,223.55,Winter,4.3,7.0,Yes,Museum,4,894.2,1,2
Lush Temple,Spain,Europe,Nature,116.28,Spring,4.3,3.17,No,Beach Volley,4,465.12,4,2
Serene Plaza,New Zealand,Oceania,Religious,77.82,Winter,4.4,0.69,Yes,"Food Tour,Shopping",12,933.8399999999999,5,4
Sacred Falls,New Zealand,Oceania,Religious,86.43,Spring,4.1,0.57,No,Surfing,4,345.72,5,4
Ancient Pagoda,Japan,Asia,Adventure,197.57,Summer,4.7,1.89,No,"Skiing,Shopping,Food Tour",6,1185.42,0,1
Crystal Ruins,Thailand,Asia,Nature,171.67,Summer,4.3,6.35,Yes,Skiing,10,1716.6999999999998,4,1
Serene Plaza,Argentina,South America,Beach,156.32,Summer,4.4,3.43,No,Food Tour,9,1406.8799999999999,1,5
Sacred Plaza,Vietnam,Asia,Religious,214.27,Summer,4.3,8.2,Yes,"Skiing,Food Tour",4,857.08,5,1
Serene Ruins,New Zealand,Oceania,Adventure,178.87,Autumn,4.5,4.36,No,"Museum,Surfing",11,1967.5700000000002,0,4
Golden Forest,France,Europe,City,145.38,Winter,5.0,9.03,No,Skiing,12,1744.56,2,2
Serene Canyon,India,Asia,Nature,119.58,Spring,4.7,8.15,No,"Food Tour,Skiing,Sightseeing",10,1195.8,4,1
Golden Forest,Brazil,South America,Nature,126.84,Summer,4.7,9.55,Yes,"Museum,Trekking,Surfing",8,1014.72,4,5
Crystal Ruins,Mexico,North America,Historical,269.42,Summer,4.9,6.63,No,Skiing,6,1616.52,3,3
Serene Forest,Brazil,South America,Beach,151.88,Winter,4.4,9.36,No,"Food Tour,Shopping,Sightseeing",6,911.28,1,5
Hidden Falls,Greece,Europe,Beach,200.36,Spring,4.7,0.63,No,"Trekking,Skiing,Museum",4,801.44,1,2
Grand Park,Spain,Europe,Religious,48.35,Spring,5.0,5.24,No,"Food Tour,Surfing",14,676.9,5,2
Golden Falls,Argentina,South America,Historical,160.53,Summer,4.4,5.28,No,Skiing,13,2086.89,3,5
Golden Forest,Mexico,North America,Religious,145.59,Spring,5.0,1.92,Yes,Beach Volley,5,727.95,5,3
Grand Canyon,Kenya,Africa,Nature,97.69,Summer,4.6,8.79,No,"Food Tour,Skiing",7,683.8299999999999,4,0
Serene Falls,Morocco,Africa,Religious,95.8,Winter,4.6,9.64,No,Shopping,13,1245.3999999999999,5,0
Serene Plaza,Brazil,South America,City,110.46,Autumn,4.5,6.45,Yes,"Trekking,Shopping,Surfing",14,1546.4399999999998,2,5
Mystic Pagoda,Japan,Asia,City,188.42,Autumn,4.3,8.27,Yes,"Surfing,Shopping",9,1695.78,2,1
Mystic Canyon,USA,North America,City,150.08,Winter,4.6,4.82,No,"Beach Volley,Museum",5,750.4000000000001,2,3
Grand Park,France,Europe,Historical,122.3,Winter,4.6,5.7,No,"Surfing,Sightseeing",8,978.4,3,2
Serene Pagoda,Canada,North America,Beach,106.59,Winter,4.5,4.47,Yes,"Sightseeing,Skiing,Trekking",7,746.13,1,3
Mystic Beach,Morocco,Africa,Adventure,179.23,Summer,4.4,1.72,No,"Skiing,Trekking",11,1971.53,0,0
Ancient Beach,Egypt,Africa,Beach,123.26,Autumn,4.6,6.42,No,"Skiing,Food Tour",8,986.08,1,0
Ancient Canyon,Morocco,Africa,Beach,209.21,Winter,4.3,2.72,Yes,Surfing,8,1673.68,1,0
Golden Valley,Germany,Europe,Religious,86.5,Summer,4.7,7.28,No,Surfing,5,432.5,5,2
Ancient Temple,New Zealand,Oceania,Religious,163.06,Spring,4.8,1.71,No,Food Tour,10,1630.6,5,4
Crystal Falls,Germany,Europe,Adventure,90.85,Autumn,4.4,7.15,No,"Skiing,Food Tour",12,1090.1999999999998,0,2
Crystal Forest,Vietnam,Asia,City,129.79,Winter,4.6,5.31,Yes,Skiing,12,1557.48,2,1
Crystal Valley,Greece,Europe,Beach,182.28,Summer,4.5,5.59,Yes,"Sightseeing,Trekking,Museum",11,2005.08,1,2
Serene Beach,Australia,Oceania,Adventure,203.93,Winter,4.4,5.18,Yes,Trekking,14,2855.02,0,4
Crystal Temple,Mexico,North America,Adventure,95.24,Autumn,3.5,8.54,Yes,"Sightseeing,Food Tour,Shopping",5,476.2,0,3
Ancient Temple,Kenya,Africa,Adventure,133.04,Summer,4.9,3.67,No,Surfing,11,1463.4399999999998,0,0
Hidden Valley,Greece,Europe,Historical,287.76,Spring,4.4,2.76,Yes,Beach Volley,13,3740.88,3,2
Mystic Plaza,Japan,Asia,Beach,146.66,Summer,4.9,3.67,No,"Surfing,Trekking",14,2053.24,1,1
Mystic Canyon,Australia,Oceania,Historical,136.72,Winter,4.4,9.52,No,"Food Tour,Surfing,Skiing",4,546.88,3,4
Crystal Pagoda,Egypt,Africa,Historical,105.77,Spring,4.3,4.88,No,"Museum,Beach Volley,Sightseeing",13,1375.01,3,0
Ancient Beach,Kenya,Africa,Historical,174.31,Spring,3.9,5.74,No,"Beach Volley,Surfing,Sightseeing",13,2266.03,3,0
Grand Pagoda,Germany,Europe,Religious,112.46,Winter,3.9,9.67,No,"Food Tour,Trekking,Museum",9,1012.14,5,2
Crystal Ruins,Vietnam,Asia,Beach,80.23,Summer,4.3,2.81,No,Shopping,11,882.5300000000001,1,1
Grand Falls,Spain,Europe,Historical,229.13,Winter,4.4,2.46,Yes,"Sightseeing,Museum,Skiing",11,2520.43,3,2
Grand Park,Peru,South America,Adventure,221.37,Autumn,4.4,3.72,No,Shopping,12,2656.44,0,5
Serene Plaza,Morocco,Africa,Historical,80.56,Winter,4.6,7.55,No,Sightseeing,13,1047.28,3,0
Lush Forest,Thailand,Asia,Nature,165.37,Autumn,4.4,3.85,No,"Food Tour,Trekking,Beach Volley",8,1322.96,4,1
Grand Forest,New Zealand,Oceania,City,103.01,Autumn,4.8,9.11,Yes,"Food Tour,Beach Volley,Sightseeing",11,1133.1100000000001,2,4
